TripLogId,DumperMachineNumber,MachineType,LoadLongitude,LoadLatitude,DumpLongitude,DumpLatitude,MassTypeMaterial,Quantity
6226eed272366b000076278d,49,Truck,10.377770309182557,59.95188643026239,10.330075197076235,59.97409744489918,Soil,16.0
6226f164b5e02d000085d229,13,Truck,10.387303177276989,59.94621037976811,10.321438433612064,59.97647885704411,Stone,30.0
6226f190d96d0d000089c1a7,1,Truck,10.377754474819664,59.95187315620427,10.330254099946735,59.97402217909143,Soil,16.0
6226f1a83c5c1300001c448c,40,Truck,10.37806851527311,59.95143104363444,10.321593516868417,59.97636832713332,Stone,28.0
6226f2a595adf500004cdc30,25,Truck,10.386792517825857,59.94627637698287,10.320875653919812,59.9769907294446,Stone,27.0
6226f2bfeba1330000afc761,20,Truck,10.38687442450018,59.94635110277796,10.32456102929022,59.97655969370971,Stone,16.0
6226f37009e46300006214dc,22,Truck,10.377660911644076,59.9514233178839,10.32078929158732,59.9778923162395,Stone,28.0
6226f3d3191b31000005d472,41,Dumper,10.375247167919204,59.95213042107328,10.374595146711666,59.9520188909444,Stone,30.0
6226f3fc322df5000011aa1a,52,Truck,10.387284771944676,59.94617971001326,10.321110308670423,59.97664233166198,Stone,28.0
6226f41db1afbf0000689bdd,49,Truck,10.377834512890958,59.9518563461038,10.330123972546088,59.97407715089421,Soil,16.0
6226f423bf6995000031d968,26,Truck,10.379840829188598,59.94840343634441,10.328666645563608,59.97541845220904,Equipment,30.0
6226f44e6d504f00005eb82c,46,Truck,10.375396036325292,59.95202901678224,10.374709654566129,59.9520061793844,Stone,25.5
6226f476ad30d30000988f6e,5,Truck,10.386657029852222,59.94640034628649,10.321467631038216,59.97642784030626,Stone,28.0
6226f53270adc40000da83f4,11,Truck,10.375018124454558,59.95217252014108,10.374716205657071,59.951982225878496,Stone,27.0
6226f57be90fdc00001455d0,1,Truck,10.37782044457094,59.95196030944376,10.330770581463764,59.97421900954927,Soil,16.0
6226f5d6915a4a0000ef3919,30,Truck,10.375203552141212,59.95212674834644,10.374773183714137,59.95198372575886,Stone,29.0
6226f5ed61b32b0000939a4d,37,Dumper,10.40160822982209,59.9411572547525,10.40099162240287,59.943676318052425,Soil,40.0
6226f5f9d492a00000eb43b8,19,Dumper,10.421439570872357,59.9394832645201,10.42507304294265,59.9392737512795,Stone,22.0
6226f64ba1493500000dd0ec,41,Dumper,10.375525346432354,59.95212067234527,10.374629819425754,59.95204155676834,Stone,30.0
6226f6e0ae046e0000b69acd,46,Truck,10.375092987072742,59.95218101229264,10.37474208031527,59.95192804855415,Stone,25.5
6226f7532a9f5a00007d8b85,40,Truck,10.378048024083188,59.951495311407776,10.32159759549369,59.9763997244966,Stone,28.0
6226f7b9b51e4f00003a5691,49,Truck,10.377747352335977,59.9518771478995,10.330123874519485,59.97406694463385,Soil,16.0
6226f7be3de4f000000287f3,11,Truck,10.37497210968639,59.952174698158686,10.374737258997753,59.95199129828402,Stone,27.0
6226f80d3742470000e5b38e,13,Truck,10.387276858101028,59.94620174640784,10.321423849100546,59.97651183983309,Stone,30.0
6226f86d20995f00008dd60e,15,Truck,10.378006467250664,59.951472123094334,10.321542168102072,59.97639900530406,Stone,28.0
6226f876785a2a000097b919,25,Truck,10.386734941774646,59.9463722177963,10.321555358901628,59.97642351537888,Stone,27.0
6226f89aceab8400008f8f24,30,Truck,10.375170577406925,59.9521260604325,10.374794444935835,59.952011107077816,Stone,29.0
6226f91d3ea77400008922d1,41,Dumper,10.375246105812248,59.95212291735041,10.374605001935048,59.95204035069399,Stone,30.0
6226f97065d67e0000152712,1,Truck,10.377784649235316,59.951856234798605,10.330704509339135,59.97417228019053,Soil,16.0
